-8.12892e-11	2.16909e+06	0
-nan	-nan	4090
-nan	-nan	4100
-nan	-nan	4110
-nan	-nan	4120
-nan	-nan	4130
-nan	-nan	4140
-nan	-nan	4150
-nan	-nan	4160
-nan	-nan	4170
-nan	-nan	4180
-nan	-nan	4190
-nan	-nan	4200
-nan	-nan	4210
-nan	-nan	4220
-nan	-nan	4230
-nan	-nan	4240
-nan	-nan	4250
-nan	-nan	4260
-nan	-nan	4270
-nan	-nan	4280
-nan	-nan	4290
-nan	-nan	4300
-nan	-nan	4310
-nan	-nan	4320
-nan	-nan	4330
-nan	-nan	4340
-nan	-nan	4350
-nan	-nan	4360
-nan	-nan	4370
-nan	-nan	4380
-nan	-nan	4390
-nan	-nan	4400
-nan	-nan	4410
-nan	-nan	4420
-nan	-nan	4430
-nan	-nan	4440
-nan	-nan	4450
-nan	-nan	4460
-nan	-nan	4470
-nan	-nan	4480
-nan	-nan	4490
-nan	-nan	4500
-nan	-nan	4510
-nan	-nan	4520
-nan	-nan	4530
-nan	-nan	4540
-nan	-nan	4550
-nan	-nan	4560
-nan	-nan	4570
-nan	-nan	4580
-nan	-nan	4590
-nan	-nan	4600
-nan	-nan	4610
-nan	-nan	4620
-nan	-nan	4630
-nan	-nan	4640
-nan	-nan	4650
-nan	-nan	4660
-nan	-nan	4670
-nan	-nan	4680
-nan	-nan	4690
-nan	-nan	4700
-nan	-nan	4710
-nan	-nan	4720
-nan	-nan	4730
-nan	-nan	4740
-nan	-nan	4750
-nan	-nan	4760
-nan	-nan	4770
-nan	-nan	4780
-nan	-nan	4790
-nan	-nan	4800
-nan	-nan	4810
-nan	-nan	4820
-nan	-nan	4830
-nan	-nan	4840
-nan	-nan	4850
-nan	-nan	4860
-nan	-nan	4870
-nan	-nan	4880
-nan	-nan	4890
-nan	-nan	4900
-nan	-nan	4910
-nan	-nan	4920
-nan	-nan	4930
-nan	-nan	4940
-nan	-nan	4950
-nan	-nan	4960
-nan	-nan	4970
-nan	-nan	4980
-nan	-nan	4990
-nan	-nan	5000
-nan	-nan	5010
-nan	-nan	5020
-nan	-nan	5030
-nan	-nan	5040
-nan	-nan	5050
-nan	-nan	5060
-nan	-nan	5070
-nan	-nan	5080
-nan	-nan	5090
-nan	-nan	5100
-nan	-nan	5110
-nan	-nan	5120
-nan	-nan	5130
-nan	-nan	5140
-nan	-nan	5150
-nan	-nan	5160
-nan	-nan	5170
-nan	-nan	5180
-nan	-nan	5190
-nan	-nan	5200
-nan	-nan	5210
-nan	-nan	5220
-nan	-nan	5230
-nan	-nan	5240
-nan	-nan	5250
-nan	-nan	5260
-nan	-nan	5270
-nan	-nan	5280
-nan	-nan	5290
-nan	-nan	5300
-nan	-nan	5310
-nan	-nan	5320
-nan	-nan	5330
-nan	-nan	5340
-nan	-nan	5350
-nan	-nan	5360
-nan	-nan	5370
-nan	-nan	5380
-nan	-nan	5390
-nan	-nan	5400
-nan	-nan	5410
-nan	-nan	5420
-nan	-nan	5430
-nan	-nan	5440
-nan	-nan	5450
-nan	-nan	5460
-nan	-nan	5470
-nan	-nan	5480
-nan	-nan	5490
-nan	-nan	5500
-nan	-nan	5510
-nan	-nan	5520
-nan	-nan	5530
-nan	-nan	5540
-nan	-nan	5550
-nan	-nan	5560
-nan	-nan	5570
-nan	-nan	5580
-nan	-nan	5590
-nan	-nan	5600
-nan	-nan	5610
-nan	-nan	5620
-nan	-nan	5630
-nan	-nan	5640
-nan	-nan	5650
-nan	-nan	5660
-nan	-nan	5670
-nan	-nan	5680
-nan	-nan	5690
-nan	-nan	5700
-nan	-nan	5710
-nan	-nan	5720
-nan	-nan	5730
-nan	-nan	5740
-nan	-nan	5750
-nan	-nan	5760
-nan	-nan	5770
-nan	-nan	5780
-nan	-nan	5790
-nan	-nan	5800
-nan	-nan	5810
-nan	-nan	5820
-nan	-nan	5830
-nan	-nan	5840
-nan	-nan	5850
-nan	-nan	5860
-nan	-nan	5870
-nan	-nan	5880
-nan	-nan	5890
-nan	-nan	5900
-nan	-nan	5910
-nan	-nan	5920
-nan	-nan	5930
-nan	-nan	5940
-nan	-nan	5950
-nan	-nan	5960
-nan	-nan	5970
-nan	-nan	5980
-nan	-nan	5990
-nan	-nan	6000
-nan	-nan	6010
-nan	-nan	6020
-nan	-nan	6030
-nan	-nan	6040
-nan	-nan	6050
-nan	-nan	6060
-nan	-nan	6070
-nan	-nan	6080
-nan	-nan	6090
-nan	-nan	6100
-nan	-nan	6110
-nan	-nan	6120
-nan	-nan	6130
-nan	-nan	6140
-nan	-nan	6150
-nan	-nan	6160
-nan	-nan	6170
-nan	-nan	6180
-nan	-nan	6190
-nan	-nan	6200
-nan	-nan	6210
-nan	-nan	6220
-nan	-nan	6230
-nan	-nan	6240
-nan	-nan	6250
-nan	-nan	6260
-nan	-nan	6270
-nan	-nan	6280
-nan	-nan	6290
-nan	-nan	6300
-nan	-nan	6310
-nan	-nan	6320
-nan	-nan	6330
-nan	-nan	6340
-nan	-nan	6350
-nan	-nan	6360
-nan	-nan	6370
-nan	-nan	6380
-nan	-nan	6390
-nan	-nan	6400
-nan	-nan	6410
-nan	-nan	6420
-nan	-nan	6430
-nan	-nan	6440
-nan	-nan	6450
-nan	-nan	6460
-nan	-nan	6470
-nan	-nan	6480
-nan	-nan	6490
-nan	-nan	6500
-nan	-nan	6510
-nan	-nan	6520
-nan	-nan	6530
-nan	-nan	6540
-nan	-nan	6550
-nan	-nan	6560
-nan	-nan	6570
-nan	-nan	6580
-nan	-nan	6590
-nan	-nan	6600
-nan	-nan	6610
-nan	-nan	6620
-nan	-nan	6630
-nan	-nan	6640
-nan	-nan	6650
-nan	-nan	6660
-nan	-nan	6670
-nan	-nan	6680
-nan	-nan	6690
-nan	-nan	6700
-nan	-nan	6710
-nan	-nan	6720
-nan	-nan	6730
-nan	-nan	6740
-nan	-nan	6750
-nan	-nan	6760
-nan	-nan	6770
-nan	-nan	6780
-nan	-nan	6790
-nan	-nan	6800
-nan	-nan	6810
-nan	-nan	6820
-nan	-nan	6830
-nan	-nan	6840
-nan	-nan	6850
-nan	-nan	6860
-nan	-nan	6870
-nan	-nan	6880
-nan	-nan	6890
-nan	-nan	6900
-nan	-nan	6910
-nan	-nan	6920
-nan	-nan	6930
-nan	-nan	6940
-nan	-nan	6950
-nan	-nan	6960
-nan	-nan	6970
-nan	-nan	6980
-nan	-nan	6990
-nan	-nan	7000
-nan	-nan	7010
-nan	-nan	7020
-nan	-nan	7030
-nan	-nan	7040
-nan	-nan	7050
-nan	-nan	7060
-nan	-nan	7070
-nan	-nan	7080
-nan	-nan	7090
-nan	-nan	7100
-nan	-nan	7110
-nan	-nan	7120
-nan	-nan	7130
-nan	-nan	7140
-nan	-nan	7150
-nan	-nan	7160
-nan	-nan	7170
-nan	-nan	7180
-nan	-nan	7190
-nan	-nan	7200
-nan	-nan	7210
-nan	-nan	7220
-nan	-nan	7230
-nan	-nan	7240
-nan	-nan	7250
-nan	-nan	7260
-nan	-nan	7270
-nan	-nan	7280
-nan	-nan	7290
-nan	-nan	7300
-nan	-nan	7310
-nan	-nan	7320
-nan	-nan	7330
-nan	-nan	7340
-nan	-nan	7350
-nan	-nan	7360
-nan	-nan	7370
-nan	-nan	7380
-nan	-nan	7390
-nan	-nan	7400
-nan	-nan	7410
-nan	-nan	7420
-nan	-nan	7430
-nan	-nan	7440
-nan	-nan	7450
-nan	-nan	7460
-nan	-nan	7470
-nan	-nan	7480
-nan	-nan	7490
-nan	-nan	7500
-nan	-nan	7510
-nan	-nan	7520
-nan	-nan	7530
-nan	-nan	7540
-nan	-nan	7550
-nan	-nan	7560
-nan	-nan	7570
-nan	-nan	7580
-nan	-nan	7590
-nan	-nan	7600
-nan	-nan	7610
-nan	-nan	7620
-nan	-nan	7630
-nan	-nan	7640
-nan	-nan	7650
-nan	-nan	7660
-nan	-nan	7670
-nan	-nan	7680
-nan	-nan	7690
-nan	-nan	7700
-nan	-nan	7710
-nan	-nan	7720
-nan	-nan	7730
-nan	-nan	7740
-nan	-nan	7750
-nan	-nan	7760
-nan	-nan	7770
-nan	-nan	7780
-nan	-nan	7790
-nan	-nan	7800
-nan	-nan	7810
-nan	-nan	7820
-nan	-nan	7830
-nan	-nan	7840
-nan	-nan	7850
-nan	-nan	7860
-nan	-nan	7870
-nan	-nan	7880
-nan	-nan	7890
-nan	-nan	7900
-nan	-nan	7910
-nan	-nan	7920
-nan	-nan	7930
-nan	-nan	7940
-nan	-nan	7950
-nan	-nan	7960
-nan	-nan	7970
-nan	-nan	7980
-nan	-nan	7990
-nan	-nan	8000
-nan	-nan	8010
-nan	-nan	8020
-nan	-nan	8030
-nan	-nan	8040
-nan	-nan	8050
-nan	-nan	8060
-nan	-nan	8070
-nan	-nan	8080
-nan	-nan	8090
-nan	-nan	8100
-nan	-nan	8110
-nan	-nan	8120
-nan	-nan	8130
-nan	-nan	8140
-nan	-nan	8150
-nan	-nan	8160
-nan	-nan	8170
-nan	-nan	8180
-nan	-nan	8190
-nan	-nan	8200
-nan	-nan	8210
-nan	-nan	8220
-nan	-nan	8230
-nan	-nan	8240
-nan	-nan	8250
-nan	-nan	8260
-nan	-nan	8270
-nan	-nan	8280
-nan	-nan	8290
-nan	-nan	8300
-nan	-nan	8310
-nan	-nan	8320
-nan	-nan	8330
-nan	-nan	8340
-nan	-nan	8350
-nan	-nan	8360
-nan	-nan	8370
-nan	-nan	8380
-nan	-nan	8390
-nan	-nan	8400
-nan	-nan	8410
-nan	-nan	8420
-nan	-nan	8430
-nan	-nan	8440
-nan	-nan	8450
-nan	-nan	8460
-nan	-nan	8470
-nan	-nan	8480
-nan	-nan	8490
-nan	-nan	8500
-nan	-nan	8510
-nan	-nan	8520
-nan	-nan	8530
-nan	-nan	8540
-nan	-nan	8550
-nan	-nan	8560
-nan	-nan	8570
-nan	-nan	8580
-nan	-nan	8590
-nan	-nan	8600
-nan	-nan	8610
-nan	-nan	8620
-nan	-nan	8630
-nan	-nan	8640
-nan	-nan	8650
-nan	-nan	8660
-nan	-nan	8670
-nan	-nan	8680
-nan	-nan	8690
-nan	-nan	8700
-nan	-nan	8710
-nan	-nan	8720
-nan	-nan	8730
-nan	-nan	8740
-nan	-nan	8750
-nan	-nan	8760
-nan	-nan	8770
-nan	-nan	8780
-nan	-nan	8790
-nan	-nan	8800
-nan	-nan	8810
-nan	-nan	8820
-nan	-nan	8830
-nan	-nan	8840
-nan	-nan	8850
-nan	-nan	8860
-nan	-nan	8870
-nan	-nan	8880
-nan	-nan	8890
-nan	-nan	8900
-nan	-nan	8910
-nan	-nan	8920
-nan	-nan	8930
-nan	-nan	8940
-nan	-nan	8950
-nan	-nan	8960
-nan	-nan	8970
-nan	-nan	8980
-nan	-nan	8990
-nan	-nan	9000
-nan	-nan	9010
-nan	-nan	9020
-nan	-nan	9030
-nan	-nan	9040
-nan	-nan	9050
-nan	-nan	9060
-nan	-nan	9070
-nan	-nan	9080
-nan	-nan	9090
-nan	-nan	9100
-nan	-nan	9110
-nan	-nan	9120
-nan	-nan	9130
-nan	-nan	9140
-nan	-nan	9150
-nan	-nan	9160
-nan	-nan	9170
-nan	-nan	9180
-nan	-nan	9190
-nan	-nan	9200
-nan	-nan	9210
-nan	-nan	9220
-nan	-nan	9230
-nan	-nan	9240
-nan	-nan	9250
-nan	-nan	9260
-nan	-nan	9270
-nan	-nan	9280
-nan	-nan	9290
-nan	-nan	9300
-nan	-nan	9310
-nan	-nan	9320
-nan	-nan	9330
-nan	-nan	9340
-nan	-nan	9350
-nan	-nan	9360
-nan	-nan	9370
-nan	-nan	9380
-nan	-nan	9390
-nan	-nan	9400
-nan	-nan	9410
-nan	-nan	9420
-nan	-nan	9430
-nan	-nan	9440
-nan	-nan	9450
-nan	-nan	9460
-nan	-nan	9470
-nan	-nan	9480
-nan	-nan	9490
-nan	-nan	9500
-nan	-nan	9510
-nan	-nan	9520
-nan	-nan	9530
-nan	-nan	9540
-nan	-nan	9550
-nan	-nan	9560
-nan	-nan	9570
-nan	-nan	9580
-nan	-nan	9590
-nan	-nan	9600
-nan	-nan	9610
-nan	-nan	9620
-nan	-nan	9630
-nan	-nan	9640
-nan	-nan	9650
-nan	-nan	9660
-nan	-nan	9670
-nan	-nan	9680
-nan	-nan	9690
-nan	-nan	9700
-nan	-nan	9710
-nan	-nan	9720
-nan	-nan	9730
-nan	-nan	9740
-nan	-nan	9750
-nan	-nan	9760
-nan	-nan	9770
-nan	-nan	9780
-nan	-nan	9790
-nan	-nan	9800
-nan	-nan	9810
-nan	-nan	9820
-nan	-nan	9830
-nan	-nan	9840
-nan	-nan	9850
-nan	-nan	9860
-nan	-nan	9870
-nan	-nan	9880
-nan	-nan	9890
-nan	-nan	9900
-nan	-nan	9910
-nan	-nan	9920
-nan	-nan	9930
-nan	-nan	9940
-nan	-nan	9950
-nan	-nan	9960
-nan	-nan	9970
-nan	-nan	9980
-nan	-nan	9990
-nan	-nan	10000
-nan	-nan	10010
-nan	-nan	10020
-nan	-nan	10030
-nan	-nan	10040
-nan	-nan	10050
-nan	-nan	10060
-nan	-nan	10070
-nan	-nan	10080
-nan	-nan	10090
-nan	-nan	10100
-nan	-nan	10110
-nan	-nan	10120
-nan	-nan	10130
-nan	-nan	10140
-nan	-nan	10150
-nan	-nan	10160
-nan	-nan	10170
-nan	-nan	10180
-nan	-nan	10190
-nan	-nan	10200
-nan	-nan	10210
-nan	-nan	10220
-nan	-nan	10230
-nan	-nan	10240
-nan	-nan	10250
-nan	-nan	10260
-nan	-nan	10270
-nan	-nan	10280
-nan	-nan	10290
-nan	-nan	10300
-nan	-nan	10310
-nan	-nan	10320
-nan	-nan	10330
-nan	-nan	10340
-nan	-nan	10350
-nan	-nan	10360
-nan	-nan	10370
-nan	-nan	10380
-nan	-nan	10390
-nan	-nan	10400
-nan	-nan	10410
-nan	-nan	10420
-nan	-nan	10430
-nan	-nan	10440
-nan	-nan	10450
-nan	-nan	10460
-nan	-nan	10470
-nan	-nan	10480
-nan	-nan	10490
-nan	-nan	10500
-nan	-nan	10510
-nan	-nan	10520
-nan	-nan	10530
-nan	-nan	10540
-nan	-nan	10550
-nan	-nan	10560
-nan	-nan	10570
-nan	-nan	10580
-nan	-nan	10590
-nan	-nan	10600
-nan	-nan	10610
-nan	-nan	10620
-nan	-nan	10630
-nan	-nan	10640
-nan	-nan	10650
-nan	-nan	10660
-nan	-nan	10670
-nan	-nan	10680
-nan	-nan	10690
-nan	-nan	10700
-nan	-nan	10710
-nan	-nan	10720
-nan	-nan	10730
-nan	-nan	10740
-nan	-nan	10750
-nan	-nan	10760
-nan	-nan	10770
-nan	-nan	10780
-nan	-nan	10790
-nan	-nan	10800
-nan	-nan	10810
-nan	-nan	10820
-nan	-nan	10830
-nan	-nan	10840
-nan	-nan	10850
-nan	-nan	10860
-nan	-nan	10870
-nan	-nan	10880
-nan	-nan	10890
-nan	-nan	10900
-nan	-nan	10910
-nan	-nan	10920
-nan	-nan	10930
-nan	-nan	10940
-nan	-nan	10950
-nan	-nan	10960
-nan	-nan	10970
-nan	-nan	10980
-nan	-nan	10990
-nan	-nan	11000
-nan	-nan	11010
-nan	-nan	11020
-nan	-nan	11030
-nan	-nan	11040
-nan	-nan	11050
-nan	-nan	11060
-nan	-nan	11070
-nan	-nan	11080
-nan	-nan	11090
-nan	-nan	11100
-nan	-nan	11110
-nan	-nan	11120
-nan	-nan	11130
-nan	-nan	11140
-nan	-nan	11150
-nan	-nan	11160
-nan	-nan	11170
-nan	-nan	11180
-nan	-nan	11190
-nan	-nan	11200
-nan	-nan	11210
-nan	-nan	11220
-nan	-nan	11230
-nan	-nan	11240
-nan	-nan	11250
-nan	-nan	11260
-nan	-nan	11270
-nan	-nan	11280
-nan	-nan	11290
-nan	-nan	11300
-nan	-nan	11310
-nan	-nan	11320
-nan	-nan	11330
-nan	-nan	11340
-nan	-nan	11350
-nan	-nan	11360
-nan	-nan	11370
-nan	-nan	11380
-nan	-nan	11390
-nan	-nan	11400
-nan	-nan	11410
-nan	-nan	11420
-nan	-nan	11430
-nan	-nan	11440
-nan	-nan	11450
-nan	-nan	11460
-nan	-nan	11470
-nan	-nan	11480
-nan	-nan	11490
-nan	-nan	11500
-nan	-nan	11510
-nan	-nan	11520
-nan	-nan	11530
-nan	-nan	11540
-nan	-nan	11550
-nan	-nan	11560
-nan	-nan	11570
-nan	-nan	11580
-nan	-nan	11590
-nan	-nan	11600
-nan	-nan	11610
-nan	-nan	11620
-nan	-nan	11630
-nan	-nan	11640
-nan	-nan	11650
-nan	-nan	11660
-nan	-nan	11670
-nan	-nan	11680
-nan	-nan	11690
-nan	-nan	11700
-nan	-nan	11710
-nan	-nan	11720
-nan	-nan	11730
-nan	-nan	11740
-nan	-nan	11750
-nan	-nan	11760
-nan	-nan	11770
-nan	-nan	11780
-nan	-nan	11790
-nan	-nan	11800
-nan	-nan	11810
-nan	-nan	11820
-nan	-nan	11830
-nan	-nan	11840
-nan	-nan	11850
-nan	-nan	11860
-nan	-nan	11870
-nan	-nan	11880
-nan	-nan	11890
-nan	-nan	11900
-nan	-nan	11910
-nan	-nan	11920
-nan	-nan	11930
-nan	-nan	11940
-nan	-nan	11950
-nan	-nan	11960
-nan	-nan	11970
-nan	-nan	11980
-nan	-nan	11990
-nan	-nan	12000
-nan	-nan	12010
-nan	-nan	12020
-nan	-nan	12030
-nan	-nan	12040
-nan	-nan	12050
-nan	-nan	12060
-nan	-nan	12070
-nan	-nan	12080
-nan	-nan	12090
-nan	-nan	12100
-nan	-nan	12110
-nan	-nan	12120
-nan	-nan	12130
-nan	-nan	12140
-nan	-nan	12150
-nan	-nan	12160
-nan	-nan	12170
-nan	-nan	12180
-nan	-nan	12190
-nan	-nan	12200
-nan	-nan	12210
-nan	-nan	12220
-nan	-nan	12230
-nan	-nan	12240
-nan	-nan	12250
-nan	-nan	12260
-nan	-nan	12270
-nan	-nan	12280
-nan	-nan	12290
-nan	-nan	12300
-nan	-nan	12310
-nan	-nan	12320
-nan	-nan	12330
-nan	-nan	12340
-nan	-nan	12350
-nan	-nan	12360
-nan	-nan	12370
-nan	-nan	12380
-nan	-nan	12390
-nan	-nan	12400
-nan	-nan	12410
-nan	-nan	12420
-nan	-nan	12430
-nan	-nan	12440
-nan	-nan	12450
-nan	-nan	12460
-nan	-nan	12470
-nan	-nan	12480
-nan	-nan	12490
-nan	-nan	12500
-nan	-nan	12510
-nan	-nan	12520
-nan	-nan	12530
-nan	-nan	12540
-nan	-nan	12550
-nan	-nan	12560
-nan	-nan	12570
-nan	-nan	12580
-nan	-nan	12590
-nan	-nan	12600
-nan	-nan	12610
-nan	-nan	12620
-nan	-nan	12630
-nan	-nan	12640
-nan	-nan	12650
-nan	-nan	12660
-nan	-nan	12670
-nan	-nan	12680
-nan	-nan	12690
-nan	-nan	12700
-nan	-nan	12710
-nan	-nan	12720
-nan	-nan	12730
-nan	-nan	12740
-nan	-nan	12750
-nan	-nan	12760
-nan	-nan	12770
-nan	-nan	12780
